,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4
6042,906848,74672.0,5143.65,0,0,1,2,1,0,48,0,24,46584,46584.0,587,9,5,12,2.0,0.75,0.0126008930104757,1941.0,0.0,2,6,9,7
6044,100364,76849.0,5143.88,0,1,1,2,1,0,31,0,22,32788,32788.0,559,8,5,12,1.8333333333333333,0.6666666666666666,0.017048920336708552,1490.3636363636363,0.0,1,9,8,4
6045,392402,76849.0,5143.88,0,0,1,2,1,0,64,0,13,25924,25924.0,793,6,4,12,1.0833333333333333,0.5,0.03058941521370159,1994.1538461538462,2.0,3,5,4,1
6047,909020,79931.0,5150.42,0,0,1,2,1,0,2,0,5,6105,6105.0,0,1,5,12,0.4166666666666667,0.08333333333333333,0.0,1221.0,0.0,0,0,0,5
6048,171264,73510.0,5152.82,1,0,1,1,1,0,28,0,27,42173,42173.0,0,9,6,12,2.25,0.75,0.0,1561.962962962963,0.0,4,11,8,4
6049,273213,88879.0,5155.53,0,0,1,2,1,0,47,0,20,29118,29118.0,449,9,3,12,1.6666666666666667,0.75,0.015420015110927948,1455.9,0.0,7,2,8,3
6050,902833,88879.0,5155.53,0,0,1,2,1,0,35,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6051,714825,64035.0,5157.05,0,1,2,2,1,0,35,0,13,28036,28036.0,0,4,6,12,1.0833333333333333,0.3333333333333333,0.0,2156.6153846153848,0.0,3,3,6,1
6052,363314,100181.0,5157.64,0,0,0,2,1,0,67,0,17,26424,26424.0,446,7,5,12,1.4166666666666667,0.5833333333333334,0.016878595216469876,1554.3529411764705,0.0,8,2,3,4
6053,377288,100181.0,5157.64,0,0,0,2,1,0,46,0,21,35157,35157.0,816,7,6,12,1.75,0.5833333333333334,0.023210171516340986,1674.142857142857,0.0,5,11,0,5
6054,128007,95606.0,5160.25,0,1,1,2,1,0,15,0,27,35259,35259.0,1105,7,6,12,2.25,0.5833333333333334,0.03133951615190448,1305.888888888889,0.0,5,5,9,8
6055,751628,73510.0,5162.37,1,1,0,1,1,0,48,0,19,22847,22847.0,1542,6,5,12,1.5833333333333333,0.5,0.06749244977458747,1202.4736842105262,0.0,3,2,9,5
6056,359466,83662.0,5165.2,0,1,1,4,1,0,7,0,17,28071,28071.0,1552,7,3,12,1.4166666666666667,0.5833333333333334,0.05528837590395782,1651.235294117647,1.0,3,5,6,3
6057,278822,73510.0,5165.57,1,1,1,1,1,0,38,0,18,28358,28358.0,360,7,5,12,1.5,0.5833333333333334,0.012694830382960716,1575.4444444444443,3.0,6,7,5,0
6058,260452,91030.0,5166.19,0,1,1,2,1,0,67,0,19,28430,28430.0,645,8,6,12,1.5833333333333333,0.6666666666666666,0.022687302145620824,1496.3157894736842,0.0,4,6,6,3
6059,694828,44092.0,5169.5,0,1,0,0,1,0,62,0,27,46622,46622.0,0,11,5,12,2.25,0.9166666666666666,0.0,1726.7407407407406,0.0,3,7,7,10
6060,921130,44092.0,5169.5,0,1,0,0,1,0,65,0,26,40816,40816.0,0,7,6,12,2.1666666666666665,0.5833333333333334,0.0,1569.8461538461538,0.0,7,5,6,8
6061,926609,44092.0,5169.5,0,1,0,0,1,0,67,0,23,30613,30613.0,0,8,5,12,1.9166666666666667,0.6666666666666666,0.0,1331.0,1.0,4,7,8,4
6063,607752,73129.0,5169.56,0,0,1,2,1,0,58,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6065,653015,57762.0,5170.45,0,0,1,2,1,0,35,0,13,19701,19701.0,497,6,4,12,1.0833333333333333,0.5,0.025227145830160905,1515.4615384615386,1.0,4,4,1,4
6066,437737,73510.0,5170.81,1,1,0,1,1,0,9,0,15,24261,24261.0,1592,6,4,12,1.25,0.5,0.06561971889040023,1617.4,2.0,0,7,7,1
6068,525129,73510.0,5171.27,1,0,1,1,1,0,54,0,27,37324,37324.0,1338,8,6,12,2.25,0.6666666666666666,0.035848247776229775,1382.3703703703704,0.0,6,4,9,8
6069,418910,73510.0,5173.49,1,1,1,1,1,0,18,0,17,25854,25854.0,526,8,4,12,1.4166666666666667,0.6666666666666666,0.02034501431113174,1520.8235294117646,0.0,4,2,8,3
6070,430413,62298.0,5176.73,0,1,1,2,1,0,24,0,26,40697,40697.0,0,8,6,12,2.1666666666666665,0.6666666666666666,0.0,1565.2692307692307,1.0,9,2,12,3
6071,893555,73510.0,5179.55,1,0,0,1,1,0,19,1,1,563,563.0,0,1,1,12,0.08333333333333333,0.08333333333333333,0.0,563.0,11.0,1,0,0,0
6072,193665,57622.0,5179.89,0,0,1,2,1,0,5,0,13,20728,20728.0,0,4,5,12,1.0833333333333333,0.3333333333333333,0.0,1594.4615384615386,0.0,0,0,2,11
6074,732009,102982.0,5181.62,0,0,1,2,1,0,52,0,9,14232,14232.0,599,5,3,12,0.75,0.4166666666666667,0.042088251826869025,1581.3333333333333,0.0,1,0,2,6
6075,792695,102982.0,5181.62,0,0,1,2,1,0,49,0,9,16132,16132.0,1290,5,3,12,0.75,0.4166666666666667,0.07996528638730474,1792.4444444444443,0.0,0,3,4,2
6076,851986,102982.0,5181.62,0,0,1,2,1,0,47,0,16,26351,26351.0,0,8,4,12,1.3333333333333333,0.6666666666666666,0.0,1646.9375,1.0,7,6,2,1
6077,298869,64704.0,5182.39,0,1,1,2,1,0,24,0,20,27888,27888.0,1186,8,5,12,1.6666666666666667,0.6666666666666666,0.04252725186460126,1394.4,0.0,7,1,11,1
6079,641642,73510.0,5186.36,1,0,1,1,1,0,5,0,11,11439,11439.0,0,3,6,12,0.9166666666666666,0.25,0.0,1039.909090909091,0.0,0,0,6,5
6080,724979,92032.0,5189.29,0,0,0,2,1,0,8,1,10,18331,18331.0,359,5,3,12,0.8333333333333334,0.4166666666666667,0.019584310730456602,1833.1,1.0,0,3,4,3
6081,272672,73510.0,5191.05,1,1,1,1,1,0,29,0,15,25127,25127.0,818,8,4,12,1.25,0.6666666666666666,0.032554622517610536,1675.1333333333334,1.0,2,6,6,1
6082,728818,95167.0,5191.45,0,0,0,2,1,0,11,1,26,41379,41379.0,0,7,6,12,2.1666666666666665,0.5833333333333334,0.0,1591.5,3.0,6,8,12,0
6083,256821,69872.0,5194.65,0,1,1,2,1,0,3,1,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6084,546037,82755.0,5195.82,0,0,2,2,1,0,40,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6085,930489,97887.0,5200.08,0,0,0,2,1,0,29,0,19,31839,31839.0,476,7,6,12,1.5833333333333333,0.5833333333333334,0.01495021828575018,1675.7368421052631,1.0,3,9,2,5
6086,302186,73510.0,5201.71,1,0,1,1,1,0,32,0,26,30415,30415.0,625,8,5,12,2.1666666666666665,0.6666666666666666,0.020549071181982573,1169.8076923076924,0.0,5,12,7,2
6087,313437,100827.0,5201.97,0,1,1,2,1,0,12,0,7,11076,11076.0,954,4,2,12,0.5833333333333334,0.3333333333333333,0.08613217768147345,1582.2857142857142,2.0,2,1,2,2
6089,378827,80218.0,5204.65,0,0,1,0,1,0,41,0,23,33305,33305.0,1593,8,5,12,1.9166666666666667,0.6666666666666666,0.047830656057649,1448.0434782608695,0.0,2,10,5,6
6090,996349,56015.0,5205.02,0,1,1,2,1,0,14,0,19,29602,29602.0,1034,7,5,12,1.5833333333333333,0.5833333333333334,0.03493007229241268,1558.0,1.0,9,1,5,4
6091,176166,73510.0,5205.91,1,0,1,1,1,0,21,0,26,42110,42110.0,1334,9,6,12,2.1666666666666665,0.75,0.031678936119686536,1619.6153846153845,0.0,3,10,7,6
6092,982059,84345.0,5206.03,0,0,1,2,1,0,56,0,19,22599,22599.0,0,7,6,12,1.5833333333333333,0.5833333333333334,0.0,1189.421052631579,0.0,5,7,6,1
6093,300870,100978.0,5206.11,0,1,1,2,1,0,63,0,23,26499,26499.0,412,9,4,12,1.9166666666666667,0.75,0.015547756519113928,1152.1304347826087,0.0,8,4,6,5
6095,340156,63594.0,5206.76,0,1,1,0,1,0,22,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6096,166938,47695.0,5207.2,0,0,1,2,1,0,6,0,17,30885,30885.0,645,5,4,12,1.4166666666666667,0.4166666666666667,0.020883924235065566,1816.764705882353,0.0,0,0,7,10
6097,840667,47970.0,5207.64,0,0,1,2,1,0,33,1,15,25945,25945.0,506,7,3,12,1.25,0.5833333333333334,0.019502794372711504,1729.6666666666667,0.0,6,4,1,4
6098,515667,86515.0,5207.68,0,0,1,2,1,0,50,0,21,27834,27834.0,0,8,5,12,1.75,0.6666666666666666,0.0,1325.4285714285713,0.0,2,1,11,7
6100,581260,79976.0,5213.07,0,1,2,4,1,0,64,0,24,35003,35003.0,0,7,5,12,2.0,0.5833333333333334,0.0,1458.4583333333333,0.0,5,9,4,6
6101,428843,83123.0,5214.34,0,1,1,2,1,0,25,0,17,27128,27128.0,480,7,4,12,1.4166666666666667,0.5833333333333334,0.017693895606015926,1595.764705882353,0.0,4,4,4,5
6102,562588,79745.0,5214.97,0,1,1,2,1,0,5,0,1,2424,2424.0,0,1,1,12,0.08333333333333333,0.08333333333333333,0.0,2424.0,0.0,0,0,0,1
6103,148216,61070.0,5217.51,0,1,2,2,1,0,1,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6104,161774,61070.0,5217.51,0,1,2,2,1,0,33,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6105,741031,61070.0,5217.51,0,0,2,2,1,0,37,0,23,32006,32006.0,415,8,6,12,1.9166666666666667,0.6666666666666666,0.012966318815222146,1391.5652173913043,0.0,1,7,11,4
6106,486933,60228.0,5219.2,0,1,1,2,1,0,5,0,3,2726,2726.0,426,2,2,12,0.25,0.16666666666666666,0.15627292736610418,908.6666666666666,0.0,0,0,0,3
6107,495942,60228.0,5219.2,0,0,1,2,1,0,14,0,21,33874,33874.0,407,9,5,12,1.75,0.75,0.01201511483733837,1613.047619047619,0.0,3,9,5,4
6109,989134,92927.0,5224.33,0,1,1,2,1,0,57,0,27,39716,39716.0,498,8,5,12,2.25,0.6666666666666666,0.012539027092355725,1470.962962962963,0.0,9,6,3,9
6110,533157,74153.0,5225.03,0,1,1,2,1,0,24,1,19,27341,27341.0,1564,8,5,12,1.5833333333333333,0.6666666666666666,0.057203467320141914,1439.0,0.0,3,5,6,5
6111,745729,81243.0,5225.25,0,1,1,2,1,0,24,0,29,46578,46578.0,0,9,6,12,2.4166666666666665,0.75,0.0,1606.1379310344828,0.0,2,8,12,7
6112,841296,87992.0,5226.29,0,0,1,2,1,0,7,1,2,1072,1072.0,0,1,2,12,0.16666666666666666,0.08333333333333333,0.0,536.0,11.0,2,0,0,0
6113,366894,99573.0,5228.92,0,0,1,2,1,0,33,0,20,25656,25656.0,653,7,4,12,1.6666666666666667,0.5833333333333334,0.02545213595260368,1282.8,0.0,2,5,6,7
6114,747759,88513.0,5229.74,0,1,0,2,1,0,8,0,15,20426,20426.0,0,4,5,12,1.25,0.3333333333333333,0.0,1361.7333333333333,2.0,0,0,11,4
6115,208630,56220.0,5229.99,0,1,0,0,1,0,38,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6116,492700,55783.0,5230.09,0,1,1,2,1,0,17,1,5,7785,7785.0,0,2,3,12,0.4166666666666667,0.16666666666666666,0.0,1557.0,9.0,5,0,0,0
6117,701485,55783.0,5230.09,0,1,1,2,1,0,21,0,20,28535,28535.0,0,7,6,12,1.6666666666666667,0.5833333333333334,0.0,1426.75,1.0,2,9,4,5
6118,937127,82566.0,5233.95,0,0,1,2,1,0,61,0,20,20654,20654.0,0,6,4,12,1.6666666666666667,0.5,0.0,1032.7,0.0,4,6,4,6
6120,561520,80902.0,5234.33,0,0,1,2,1,0,8,0,16,23463,23463.0,1188,6,4,12,1.3333333333333333,0.5,0.05063291139240506,1466.4375,2.0,0,7,7,2
6123,687199,64726.0,5243.54,0,0,2,2,1,0,64,0,27,37522,37522.0,566,10,4,12,2.25,0.8333333333333334,0.015084483769521881,1389.7037037037037,0.0,2,8,10,7
6124,692291,58700.0,5243.83,0,0,1,2,1,0,56,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6125,598706,81762.0,5244.4,0,1,1,2,1,0,48,1,20,27422,27422.0,486,7,4,12,1.6666666666666667,0.5833333333333334,0.017722996134490555,1371.1,0.0,3,8,5,4
6126,892068,83349.0,5246.06,0,0,2,2,1,0,40,0,17,18310,18310.0,585,7,5,12,1.4166666666666667,0.5833333333333334,0.03194975423265975,1077.0588235294117,3.0,4,4,9,0
6127,409603,73510.0,5248.98,1,1,1,1,1,0,7,0,15,16451,16451.0,548,6,3,12,1.25,0.5,0.03331104492128138,1096.7333333333333,1.0,0,3,8,4
6128,407411,73510.0,5252.51,1,0,0,1,1,0,35,0,19,28956,28956.0,0,8,6,12,1.5833333333333333,0.6666666666666666,0.0,1524.0,1.0,4,2,12,1
6130,214995,59621.0,5258.25,0,1,1,2,1,0,59,0,13,13299,13299.0,411,3,6,12,1.0833333333333333,0.25,0.030904579291676067,1023.0,2.0,4,0,6,3
6131,304131,75886.0,5260.92,0,1,1,2,1,0,56,0,18,23756,23756.0,0,6,5,12,1.5,0.5,0.0,1319.7777777777778,1.0,5,4,8,1
6132,228469,63605.0,5261.1,0,1,1,2,1,0,31,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6133,346925,48085.0,5264.36,0,0,2,0,1,0,34,0,17,28190,28190.0,0,8,6,12,1.4166666666666667,0.6666666666666666,0.0,1658.235294117647,0.0,3,4,6,4
6134,451391,61775.0,5267.85,0,0,1,2,1,0,15,0,18,27670,27670.0,383,8,4,12,1.5,0.6666666666666666,0.013841705818576076,1537.2222222222222,0.0,1,3,4,10
6136,482402,80331.0,5271.37,0,0,1,3,1,0,55,0,19,24918,24918.0,484,9,4,12,1.5833333333333333,0.75,0.019423709768039168,1311.4736842105262,0.0,1,5,5,8
6137,715817,80331.0,5271.37,0,1,1,3,1,0,33,0,30,41706,41706.0,1310,10,6,12,2.5,0.8333333333333334,0.03141034863089244,1390.2,0.0,9,7,7,7
6138,238796,102644.0,5272.19,0,0,0,2,1,0,5,0,8,13908,13908.0,391,3,4,12,0.6666666666666666,0.25,0.02811331607707794,1738.5,0.0,0,0,2,6
6139,766886,94550.0,5272.52,0,0,0,2,1,0,17,0,19,23719,23719.0,0,7,4,12,1.5833333333333333,0.5833333333333334,0.0,1248.3684210526317,0.0,4,9,0,6
6140,724414,49778.0,5272.93,0,0,2,2,1,0,13,0,17,25011,25011.0,0,7,5,12,1.4166666666666667,0.5833333333333334,0.0,1471.235294117647,1.0,2,3,7,5
6141,341867,40260.0,5274.2,0,0,0,0,1,0,44,0,22,31946,31946.0,430,9,4,12,1.8333333333333333,0.75,0.01346021411131284,1452.090909090909,0.0,3,10,3,6
6142,746807,91801.0,5275.06,0,0,0,2,1,0,21,0,15,26705,26705.0,0,7,3,12,1.25,0.5833333333333334,0.0,1780.3333333333333,0.0,4,2,2,7
6143,807570,91801.0,5275.06,0,0,0,2,1,0,39,0,32,41428,41428.0,685,10,5,12,2.6666666666666665,0.8333333333333334,0.016534710823597566,1294.625,0.0,8,13,5,6
6144,617008,85867.0,5278.18,0,1,0,2,1,0,65,0,22,33007,33007.0,386,8,5,12,1.8333333333333333,0.6666666666666666,0.011694489047777744,1500.3181818181818,0.0,4,9,4,5
6145,394213,55590.0,5278.53,0,1,1,2,1,0,9,1,10,14446,14446.0,687,6,3,12,0.8333333333333334,0.5,0.04755641700124602,1444.6,0.0,1,3,2,4
6146,863019,53785.0,5278.65,0,0,1,2,1,0,21,0,18,27938,27938.0,486,8,4,12,1.5,0.6666666666666666,0.0173956618226072,1552.111111111111,1.0,6,6,5,1
6147,961650,88374.0,5279.2,0,1,2,2,1,0,33,1,7,9031,9031.0,0,3,4,12,0.5833333333333334,0.25,0.0,1290.142857142857,9.0,7,0,0,0
6148,701792,60926.0,5281.83,0,0,1,2,1,0,26,1,14,16186,16186.0,605,5,4,12,1.1666666666666667,0.4166666666666667,0.03737798097120969,1156.142857142857,2.0,4,2,6,2
6150,906262,59450.0,5284.31,0,1,2,2,1,0,63,0,16,27326,27326.0,1570,6,4,12,1.3333333333333333,0.5,0.057454438995828146,1707.875,0.0,4,4,0,8
6152,290395,63094.0,5288.17,0,1,1,2,1,0,37,0,20,25226,25226.0,0,7,4,12,1.6666666666666667,0.5833333333333334,0.0,1261.3,0.0,7,10,2,1
6153,800433,79108.0,5288.24,0,0,1,0,1,0,7,0,9,20040,20040.0,0,3,5,12,0.75,0.25,0.0,2226.6666666666665,1.0,0,5,3,1
6154,637687,51795.0,5290.13,0,0,2,2,1,0,18,0,10,16128,16128.0,584,6,4,12,0.8333333333333334,0.5,0.036210317460317464,1612.8,2.0,2,1,6,1
6156,230840,60094.0,5293.37,0,0,1,2,1,0,11,0,11,13659,13659.0,581,5,3,12,0.9166666666666666,0.4166666666666667,0.04253605681235815,1241.7272727272727,1.0,4,1,3,3
6157,366576,73510.0,5293.72,1,0,0,1,1,0,54,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6160,197113,68518.0,5297.15,0,0,1,0,1,0,57,0,20,33560,33560.0,0,8,6,12,1.6666666666666667,0.6666666666666666,0.0,1678.0,2.0,4,4,10,2
6161,715555,49083.0,5297.63,0,1,1,0,1,0,3,1,3,5076,5076.0,348,2,2,12,0.25,0.16666666666666666,0.06855791962174941,1692.0,1.0,0,0,0,3
6163,667341,80351.0,5297.92,0,0,1,2,1,0,26,0,10,13629,13629.0,518,6,3,12,0.8333333333333334,0.5,0.03800719054956343,1362.9,0.0,5,0,1,4
6164,487359,46738.0,5301.84,0,0,1,2,1,0,7,0,9,19057,19057.0,0,3,5,12,0.75,0.25,0.0,2117.4444444444443,1.0,0,0,8,1
6165,460934,73510.0,5308.43,1,1,0,1,1,0,41,0,15,30348,30348.0,0,7,5,12,1.25,0.5833333333333334,0.0,2023.2,0.0,0,2,4,9
6166,491773,61307.0,5308.62,0,0,1,2,1,0,17,0,27,34932,34932.0,1443,7,6,12,2.25,0.5833333333333334,0.04130882858124356,1293.7777777777778,0.0,10,0,10,7
6167,841369,61307.0,5308.62,0,0,1,2,1,0,36,0,20,28732,28732.0,0,8,4,12,1.6666666666666667,0.6666666666666666,0.0,1436.6,0.0,7,6,2,5
6168,533213,80544.0,5314.96,0,1,1,2,1,0,8,1,17,23288,23288.0,0,6,6,12,1.4166666666666667,0.5,0.0,1369.8823529411766,0.0,0,6,6,5
6169,381651,189990.0,5316.61,0,1,1,4,1,0,29,0,24,35338,35338.0,489,8,5,12,2.0,0.6666666666666666,0.013837795008206463,1472.4166666666667,0.0,4,5,6,9
6170,607453,52805.0,5316.76,0,0,1,2,1,0,50,0,23,38674,38674.0,819,8,6,12,1.9166666666666667,0.6666666666666666,0.021177018151729843,1681.4782608695652,0.0,10,2,7,4
6172,351029,86124.0,5317.81,0,1,1,2,1,0,20,0,14,21814,21814.0,1129,6,6,12,1.1666666666666667,0.5,0.05175575318602732,1558.142857142857,0.0,0,7,4,3
6173,386986,50298.0,5318.9,0,0,1,2,1,0,64,0,23,37021,37021.0,1223,7,6,12,1.9166666666666667,0.5833333333333334,0.03303530428675617,1609.608695652174,1.0,6,8,6,3
6177,428020,81249.0,5321.11,0,1,2,2,1,0,17,0,20,32584,32584.0,490,6,6,12,1.6666666666666667,0.5,0.015038055487355758,1629.2,0.0,1,4,12,3
6178,432298,79255.0,5323.87,0,1,0,2,1,0,9,0,27,42585,42585.0,573,9,5,12,2.25,0.75,0.013455442057062346,1577.2222222222222,2.0,8,6,9,4
6179,375105,55001.0,5324.39,0,1,2,2,1,0,55,0,18,28366,28366.0,815,6,6,12,1.5,0.5,0.02873158006063597,1575.888888888889,3.0,5,1,12,0
6180,658861,77619.0,5325.39,0,1,1,2,1,0,64,0,25,32511,32511.0,858,9,5,12,2.0833333333333335,0.75,0.02639106763864538,1300.44,0.0,5,5,6,9
6181,556649,73510.0,5325.72,1,0,1,1,1,0,60,0,22,34685,34685.0,442,8,5,12,1.8333333333333333,0.6666666666666666,0.012743260775551392,1576.590909090909,0.0,1,11,3,7
6182,583003,73510.0,5325.72,1,1,1,1,1,0,2,0,2,2496,2496.0,718,1,2,12,0.16666666666666666,0.08333333333333333,0.2876602564102564,1248.0,1.0,0,0,0,2
6183,327688,91225.0,5328.84,0,1,0,2,1,0,25,0,21,38093,38093.0,484,7,5,12,1.75,0.5833333333333334,0.012705746462604677,1813.952380952381,0.0,3,3,6,9
6184,519796,91225.0,5328.84,0,1,0,2,1,0,37,0,27,44509,44509.0,312,8,6,12,2.25,0.6666666666666666,0.007009818239007841,1648.4814814814815,0.0,3,6,7,11
6185,560714,73510.0,5329.13,1,0,2,1,1,0,34,0,8,14056,14056.0,304,4,3,12,0.6666666666666666,0.3333333333333333,0.021627774615822423,1757.0,1.0,3,0,2,3
6186,215260,76533.0,5331.74,0,1,1,2,1,0,3,0,0,0,0.0,531,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6188,757691,82347.0,5332.46,0,0,1,2,1,0,10,0,19,24803,24803.0,0,7,5,12,1.5833333333333333,0.5833333333333334,0.0,1305.421052631579,0.0,0,8,9,2
6189,854709,82347.0,5332.46,0,1,1,2,1,0,33,0,32,54058,54058.0,0,9,6,12,2.6666666666666665,0.75,0.0,1689.3125,0.0,11,9,6,6
6190,935235,82347.0,5332.46,0,1,1,2,1,0,62,0,19,30999,30999.0,1486,7,4,12,1.5833333333333333,0.5833333333333334,0.04793703022678151,1631.5263157894738,0.0,2,5,6,6
6191,339819,72646.0,5333.04,0,0,1,2,1,0,65,0,16,30043,30043.0,324,8,4,12,1.3333333333333333,0.6666666666666666,0.01078454215624272,1877.6875,1.0,4,4,7,1
6192,910028,86500.0,5334.78,0,0,2,2,1,0,64,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6193,241069,73510.0,5337.35,1,0,0,1,1,0,28,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6194,257463,93684.0,5339.39,0,0,1,2,1,0,1,1,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6195,468220,93684.0,5339.39,0,1,1,2,1,0,38,0,22,29654,29654.0,811,7,7,12,1.8333333333333333,0.5833333333333334,0.027348755648479127,1347.909090909091,1.0,6,8,7,1
6198,425567,73510.0,5345.99,1,0,1,1,1,0,62,0,17,20674,20674.0,691,6,6,12,1.4166666666666667,0.5,0.03342362387539905,1216.1176470588234,0.0,3,8,4,2
6199,197491,53353.0,5346.92,0,0,1,4,1,0,55,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6200,921278,53353.0,5346.92,0,1,1,4,1,0,32,0,29,49332,49332.0,1627,10,4,12,2.4166666666666665,0.8333333333333334,0.03298062109786751,1701.103448275862,0.0,5,7,9,8
6201,372175,72002.0,5348.07,0,1,1,0,1,0,58,1,4,7848,7848.0,0,2,2,12,0.3333333333333333,0.16666666666666666,0.0,1962.0,9.0,4,0,0,0
6202,284866,55009.0,5348.3,0,0,1,2,1,0,31,0,22,31769,31769.0,0,8,5,12,1.8333333333333333,0.6666666666666666,0.0,1444.0454545454545,0.0,6,3,5,8
6203,629341,74609.0,5350.37,0,0,0,2,1,0,39,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6204,764889,72019.0,5351.85,0,1,0,2,1,0,6,0,12,12338,12338.0,608,4,5,12,1.0,0.3333333333333333,0.04927865132112174,1028.1666666666667,0.0,0,0,9,3
6205,172757,103430.0,5352.19,0,0,1,2,1,0,47,0,28,44472,44472.0,1728,9,4,12,2.3333333333333335,0.75,0.038855909336211546,1588.2857142857142,0.0,8,6,6,8
6206,901550,77198.0,5353.93,0,0,1,2,1,0,2,0,6,3720,3720.0,0,2,4,12,0.5,0.16666666666666666,0.0,620.0,0.0,0,0,0,6
6207,944124,136794.0,5354.37,0,0,1,4,1,0,48,0,20,37381,37381.0,0,8,4,12,1.6666666666666667,0.6666666666666666,0.0,1869.05,0.0,3,5,4,8
6208,535539,53453.0,5354.61,0,1,1,2,1,0,18,0,16,18819,18819.0,0,7,5,12,1.3333333333333333,0.5833333333333334,0.0,1176.1875,2.0,1,6,7,2
6211,261109,93206.0,5358.27,0,1,1,2,1,0,66,0,28,31065,31065.0,0,10,5,12,2.3333333333333335,0.8333333333333334,0.0,1109.4642857142858,0.0,6,5,11,6
6212,332276,49654.0,5360.56,0,0,1,2,1,0,9,0,13,18418,18418.0,1120,6,4,12,1.0833333333333333,0.5,0.06081007709849061,1416.7692307692307,0.0,3,1,4,5
6213,481076,78976.0,5363.41,0,1,1,2,1,0,1,0,2,2854,2854.0,0,2,1,12,0.16666666666666666,0.16666666666666666,0.0,1427.0,0.0,0,0,0,2
6214,375162,71101.0,5364.47,0,1,1,2,1,0,38,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6215,493606,88321.0,5365.54,0,0,2,2,1,0,22,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6216,404011,69401.0,5365.98,0,0,0,2,1,0,67,0,16,26365,26365.0,0,8,4,12,1.3333333333333333,0.6666666666666666,0.0,1647.8125,1.0,5,7,3,1
6217,486880,69401.0,5365.98,0,1,0,2,1,0,38,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6218,438199,73510.0,5366.78,1,1,1,1,1,0,7,0,15,24246,24246.0,806,4,6,12,1.25,0.3333333333333333,0.03324259671698424,1616.4,1.0,0,2,6,7
6220,597124,73510.0,5373.72,1,1,1,1,1,0,57,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6222,912539,73510.0,5380.09,1,0,2,1,1,0,2,0,5,9242,9242.0,695,2,3,12,0.4166666666666667,0.16666666666666666,0.07520017312270072,1848.4,0.0,0,0,0,5
6223,240365,100558.0,5380.31,0,1,1,2,1,0,18,1,5,8379,8379.0,0,2,3,12,0.4166666666666667,0.16666666666666666,0.0,1675.8,10.0,5,0,0,0
6224,541040,100558.0,5380.31,0,0,1,2,1,0,3,1,7,8538,8538.0,615,3,4,12,0.5833333333333334,0.25,0.07203092059030218,1219.7142857142858,0.0,0,0,0,7
6225,706876,73510.0,5380.32,1,0,1,1,1,0,47,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
6227,510224,72409.0,5380.9,0,0,1,2,1,0,35,0,21,27967,27967.0,666,8,5,12,1.75,0.6666666666666666,0.023813780527049737,1331.7619047619048,0.0,6,7,0,8
6228,677606,72409.0,5380.9,0,1,1,2,1,0,14,0,23,22760,22760.0,0,8,6,12,1.9166666666666667,0.6666666666666666,0.0,989.5652173913044,0.0,4,5,6,8
